"state_county_code","county_name","state_name","state_fips","WHat","VbarHat","RealIncHat","LMhat","LRhat","QHat","PHat","PriceHat","OwnCommutingHat","OwnTradeHat","ownTrade"
1039,"Covington County","Alabama",1,-1.2801792959038494e-9,-4.246416551723087e-8,0.11196155658423534,6.180192646532134e-8,-3.1497693342430466e-10,-0.4117647257500494,0.1934831868442337,-0.10068837217028315,2.305034851879384e-8,5.286531745696266e-8,0.01549428431990004
1041,"Crenshaw County","Alabama",1,-1.8311880900512278e-9,-5.5412283539446605e-8,0.11196154651500012,1.4760673350266984e-8,-4.3452086373463317e-10,-0.4117647318189962,0.1934831873099827,-0.10068837567106759,2.989948555409683e-8,8.647821569951475e-9,0.006748073117132812
1043,"Cullman County","Alabama",1,3.761065237029015e-9,-1.436605212568054e-7,0.11196143752916732,1.4542713455689693e-7,1.1914264308465761e-7,-0.41176472226194905,0.19348319380491397,-0.10068836689019767,2.5190701746780064e-8,1.3886351157843535e-7,0.03117145561449066
1045,"Dale County","Alabama",1,-1.9412738083701697e-9,-1.3384841790475832e-8,0.11196157216968494,1.631391650658287e-7,2.0742074280377665e-8,-0.4117647024654715,0.1934831853118708,-0.10068835862381875,-1.664981930105114e-8,1.5233401273739844e-7,0.050719319815722114
1047,"Dallas County","Alabama",1,8.332643464115108e-10,2.393535005751346e-7,0.11196182150200618,9.460075323097783e-8,-1.5041583412145343e-7,-0.41176466457750804,0.19348319077615894,-0.1006883329836551,-7.652571676342035e-8,8.920730021344525e-8,0.017288094975458714
1049,"DeKalb County","Alabama",1,4.2242893627530975e-9,2.164734709264593e-7,0.11196179785559401,-8.490549363582289e-8,-1.416516959285019e-7,-0.4117646711332761,0.19348319643205025,-0.10068833443562519,-6.429575527544529e-8,-8.625508507442703e-8,0.02004581674251365
1051,"Elmore County","Alabama",1,1.3202887672036923e-9,2.6883812509481686e-8,0.11196158889788532,1.1270247313177606e-7,5.455783913532741e-8,-0.41176466805882594,0.19348318894855376,-0.10068833593887261,-6.998073165398466e-8,1.0125398497429217e-7,0.022127641472469116
1053,"Escambia County","Alabama",1,-2.5894031363549175e-10,8.567281550853068e-9,0.11196157458269296,-1.443435984072039e-7,5.2273902984012466e-8,-0.4117646776261953,0.193483191063206,-0.10068834083356648,-5.81791803622167e-8,-1.4573890050328941e-7,0.016483682274299628
1055,"Etowah County","Alabama",1,4.176234025266012e-9,1.4063718700718653e-7,0.11196172996159515,-2.1110884262931506e-8,-1.1187631943077037e-7,-0.41176469252509895,0.19348319597061447,-0.10068834772602742,-2.8534884122244364e-8,-2.3476198429683848e-8,0.03772558448496757
1057,"Fayette County","Alabama",1,2.469749071920546e-9,1.616138334270545e-8,0.1119616107692245,2.95091662216862e-8,-3.8787804634843326e-8,-0.4117647163906254,0.19348319386977075,-0.10068836327037334,9.669684164492764e-9,2.698251932997664e-8,0.005726235048436762
1059,"Franklin County","Alabama",1,1.6494532406596818e-9,-1.1207506167565384e-7,0.11196144777216666,1.170119616755727e-7,1.5002964093291382e-7,-0.4117646882553113,0.19348319231166777,-0.10068834676916649,-3.7859206436507975e-8,1.1302967517501372e-7,0.0121747830706758
1061,"Geneva County","Alabama",1,-2.769410034630937e-9,-5.212353459960184e-8,0.11196159401082562,1.5885146553706875e-7,-1.2675877691936677e-7,-0.411764788959739,0.19348318617798066,-0.10068841112624816,1.232811719376059e-7,1.5270782038889763e-7,0.010849576523213302
1063,"Greene County","Alabama",1,1.581522912630362e-9,-9.667219369458024e-8,0.11196144926939544,9.5972207958539e-10,1.7849232447630925e-7,-0.41176466788305954,0.19348319271598702,-0.10068833412808731,-7.050837591560111e-8,-1.8024557402185337e-9,0.0037031270372298373
1065,"Hale County","Alabama",1,1.8934045442620118e-9,-1.0830377983328532e-7,0.11196145188625217,2.6791070917298043e-8,1.4576611828687192e-7,-0.41176468848391967,0.1934831927629843,-0.10068834670492266,-3.556255556702581e-8,2.3211383037846645e-8,0.00569689849446691
1067,"Henry County","Alabama",1,-1.707700203468221e-9,-2.160646814797218e-7,0.11196138369054953,1.1757404805301519e-7,1.141603769294619e-7,-0.4117647532092549,0.1934831879522696,-0.10068838846150896,6.47188729274717e-8,1.1270521693695912e-7,0.0073122749067227955
1069,"Houston County","Alabama",1,-3.1406504064079854e-9,-1.1807680644349006e-7,0.11196149573674452,-1.21521286366999e-8,7.319432171470908e-9,-0.4117647573208294,0.19348318799066289,-0.10068839095851001,6.760071524780642e-8,-1.2625601675253506e-8,0.0810041640092668
1071,"Jackson County","Alabama",1,4.719929780350185e-9,1.794453816650332e-7,0.1119617413425158,-1.8239785581908308e-7,-6.011358355539898e-8,-0.4117646504617064,0.19348319591111962,-0.10068832202981959,-9.575331727518233e-8,-1.8654380595783948e-7,0.012109623099054445
1073,"Jefferson County","Alabama",1,8.518425076431413e-9,6.870422386562325e-8,0.11196162796282505,-2.8226175619039395e-8,-9.579648629909343e-9,-0.411764666383177,0.1934831999871074,-0.10068832992350718,-7.217261166481137e-8,-3.3522001841035376e-8,0.31163752690818197
1075,"Lamar County","Alabama",1,1.3538419274539137e-9,-1.0594081034653868e-7,0.11196148725590449,1.618402138969799e-7,4.965686906110989e-8,-0.4117647320220158,0.19348319308230422,-0.10068837318548995,3.2920767445432375e-8,1.6068187291828906e-7,0.005455354807321852
1077,"Lauderdale County","Alabama",1,8.543801222060665e-10,-6.669810714843294e-8,0.11196155282156095,9.661432320839936e-9,-5.079660625462168e-8,-0.411764760449815,0.19348319230584354,-0.10068839092104365,7.876129171080493e-8,8.04972533074988e-9,0.03245113328928513
1079,"Lawrence County","Alabama",1,2.616264982435723e-9,-6.377666550427818e-8,0.11196152575924123,4.9679093949706044e-8,3.08118677239122e-8,-0.4117647211920248,0.19348319342692855,-0.10068836640679624,1.8548266034201788e-8,4.5599748421665254e-8,0.008780990519450934
1081,"Lee County","Alabama",1,2.318938818746119e-9,4.806761921827274e-8,0.11196161209581112,9.542097778592051e-9,2.9386664435193666e-8,-0.41176466991065885,0.19348319209315878,-0.10068833564961677,-6.585292899874418e-8,3.0020992358714693e-9,0.055816240312436524
1083,"Limestone County","Alabama",1,4.826247401723549e-9,6.949082331786371e-8,0.1119616571220221,-4.403921782802911e-9,-5.6139641602115375e-8,-0.41176469968173435,0.19348319443027617,-0.1006883527989424,-1.09449440621745e-8,-1.2591148901286431e-8,0.032718838781660695
1085,"Lowndes County","Alabama",1,-1.0915988113424646e-9,-7.908636934228497e-8,0.11196152617051203,1.3533646181507208e-7,5.568979943859631e-9,-0.4117647400256551,0.19348318771273698,-0.10068838050761186,4.421581190072743e-8,1.280172245987643e-7,0.005564747575362993
1087,"Macon County","Alabama",1,6.295928223210012e-10,9.656436272820201e-8,0.11196164215588422,-1.3006399524062573e-7,5.236381017681424e-8,-0.4117646367164074,0.19348318988775826,-0.10068831634735975,-1.2266831084239982e-7,-1.3707956159070278e-7,0.007900449663673814
1089,"Madison County","Alabama",1,1.0456434385019975e-8,8.689159081143316e-8,0.1119616024164658,-2.2661569731852182e-8,1.334980352929449e-7,-0.4117646035279303,0.19348319684414972,-0.1006882929064864,-1.5636157524312466e-7,-4.167172173996647e-8,0.16654670139900987
1091,"Marengo County","Alabama",1,7.706115745520492e-10,-5.170230732431946e-8,0.11196149677401568,-9.298661407530773e-8,1.414868429083782e-7,-0.41176466418418756,0.19348319218527443,-0.10068833210605044,-7.876351870717002e-8,-9.4650083770631e-8,0.01001173462974632
1093,"Marion County","Alabama",1,1.672898264359901e-9,4.691845045812215e-8,0.11196165900787691,7.554423975264513e-9,-1.0816415474401708e-7,-0.41176473432638183,0.1934831930180234,-0.10068837462374536,3.7699323218731706e-8,5.277334347297824e-9,0.01254615158219446
1095,"Marshall County","Alabama",1,3.854247809798039e-9,-6.624824022694042e-8,0.11196154636614408,-8.234596560185992e-9,-3.658795644234658e-8,-0.41176475364203624,0.19348319554020033,-0.100688385295581,7.225437803626278e-8,-1.0715862863719394e-8,0.03317332128418609
1097,"Mobile County","Alabama",1,2.049285185989902e-10,1.2031398588518982e-7,0.11196171693621815,-2.405673219518789e-7,-1.4218700072898827e-7,-0.4117647183037928,0.19348321371409938,-0.1006883554684953,-2.11974289232586e-8,-1.8641780663575247e-7,0.24386142199977898
1099,"Monroe County","Alabama",1,-2.68321143082062e-10,1.624219001516991e-7,0.11196175501315331,-1.4220333754977332e-7,-1.2911917102176318e-7,-0.4117646904157479,0.19348319163667238,-0.10068834839551544,-3.7946107145359065e-8,-1.4212900345533797e-7,0.011820575513738517
1101,"Montgomery County","Alabama",1,-3.964193528993576e-9,1.9881452040237946e-10,0.11196163559147276,1.7425338749710306e-7,-1.2172523611297947e-7,-0.411764762322242,0.1934831798423573,-0.10068839770097271,8.289655895055148e-8,1.5576854606180746e-7,0.16619879048386196
1103,"Morgan County","Alabama",1,4.238312367732533e-9,-1.5827818988789488e-7,0.11196142364113504,-6.14673445475944e-8,1.1330036331358428e-7,-0.41176472677118126,0.19348319567127858,-0.10068836880393295,2.922499908741827e-8,-6.477131964111038e-8,0.0546731836057271
1105,"Perry County","Alabama",1,1.8149823866053794e-9,2.1579146536332416e-7,0.11196175935072983,-7.191469253431393e-8,-2.722179759384602e-8,-0.4117646183059175,0.19348319250004242,-0.10068830390771566,-1.5189732893716723e-7,-7.592005779599731e-8,0.0030793904741651043
1107,"Pickens County","Alabama",1,1.463577259386284e-9,3.48513136128048e-8,0.11196167016550196,6.238683591952565e-8,-1.6633854516001634e-7,-0.41176476694829234,0.1934831931803036,-0.10068839449971723,9.190388405855288e-8,6.114562434156312e-8,0.004924131869990823
1109,"Pike County","Alabama",1,-2.133507148727176e-9,-2.7721202888741914e-7,0.11196133063596614,-8.740932699868864e-8,1.3316171765254126e-7,-0.411764772782913,0.19348318770430506,-0.10068840054353378,9.602652695228642e-8,-9.162403291629317e-8,0.01926118173032954
1111,"Randolph County","Alabama",1,3.4065992249310284e-9,8.656303696064072e-8,0.11196160667693555,-1.3774807494648655e-7,1.2305067165208072e-7,-0.4117646085325345,0.19348319533854386,-0.10068829664766243,-1.6816400316699287e-7,-1.3939328924461591e-7,0.005949814191984442
1113,"Russell County","Alabama",1,1.7978751820635352e-10,9.72218039407835e-9,0.11196161756253553,-1.1536822253077617e-7,-6.83904305409655e-8,-0.4117647331293459,0.19348319155008475,-0.10068837455539115,3.277419846625662e-8,-1.1685586542853343e-7,0.015350228000050044
1115,"St. Clair County","Alabama",1,4.92469620638758e-9,-6.067197377834788e-8,0.11196150180247377,-3.969491824129534e-8,8.912653504111745e-8,-0.4117646868728039,0.19348319603712194,-0.10068834423939999,-3.938450177098929e-8,-4.413844223449814e-8,0.01944090873053787
1117,"Shelby County","Alabama",1,8.061371792322802e-9,1.1649569486849032e-7,0.11196164963247779,-1.0952155360399729e-7,5.410179193532372e-9,-0.41176462444106343,0.19348319955558768,-0.10068830446966237,-1.5195323932459814e-7,-1.1453090942303845e-7,0.08765819323851644
1119,"Sumter County","Alabama",1,1.0177190201687836e-9,1.063776571275099e-7,0.11196167950369573,4.346850368541766e-8,-3.6698552197123036e-8,-0.4117646735216475,0.1934831923812126,-0.10068833772761898,-6.267274232918396e-8,4.155623134494135e-8,0.004938392023920738
1121,"Talladega County","Alabama",1,4.453937219039972e-9,5.733270747043662e-9,0.11196157130919837,7.953379466130173e-8,4.9757992170995635e-8,-0.4117646801108318,0.19348319464252905,-0.1006883407347492,-4.508211670639639e-8,7.299702708962741e-8,0.03137157280325707
1123,"Tallapoosa County","Alabama",1,2.4763477934897082e-9,1.7853208600371318e-7,0.11196174817549598,1.2283679851066154e-7,-7.528268208822908e-8,-0.411764657930771,0.19348319197399833,-0.10068832837740704,-8.472781276580577e-8,1.1552504486367354e-7,0.014022079978703736
1125,"Tuscaloosa County","Alabama",1,4.290251709448967e-9,2.1515444159625474e-7,0.11196179275706375,-2.325077708142942e-8,-1.277029914037442e-7,-0.4117646652677397,0.19348319499504307,-0.10068833149834944,-6.992865386745706e-8,-2.8410389707467232e-8,0.072147359420663
1127,"Walker County","Alabama",1,4.230261252402556e-9,4.221316274310993e-8,0.11196163401022807,-9.119206567653748e-8,-4.8967011223588486e-8,-0.41176471039437745,0.193483196004963,-0.10068835863813219,2.288653933035789e-9,-9.363312092336429e-8,0.02138305346352419
1129,"Washington County","Alabama",1,-5.714100304032854e-10,-1.5223455940294173e-8,0.11196158231755216,1.4996202946093717e-8,-2.431498935528964e-8,-0.411764724244989,0.19348319296083005,-0.10068836848450968,1.5573378142619276e-8,1.9308273646601037e-8,0.00774586198338053
1131,"Wilcox County","Alabama",1,-4.836087086346197e-11,-1.9230564718419885e-7,0.1119614424327946,8.479553947893237e-9,-6.380301620367845e-9,-0.4117647981570427,0.193483190927912,-0.10068841460319677,1.4142007342954344e-7,6.112431227833781e-9,0.0048033891300146
1133,"Winston County","Alabama",1,2.647302821401354e-9,-8.879124435701158e-9,0.11196162020135492,1.9185337762905874e-9,-1.2006101524075774e-7,-0.4117647657653565,0.19348319397298086,-0.1006883934179359,9.12104609618325e-8,-8.813397789353417e-10,0.009222723795572058
2013,"Aleutians East Borough","Alaska",2,4.68973482270485e-9,4.6897350447494546e-9,0.11196159234774772,-4.993037316936011e-9,-4.993037316936011e-9,-0.4117647060215822,0.19348318997911673,-0.10068835868838044,-4.993037316936011e-9,-2.3959386474814437e-8,0.13770231416459938
2016,"Aleutians West Census Area","Alaska",2,2.2649733200097444e-9,2.2649735420543493e-9,0.11196159001899741,-6.855643497338804e-9,-6.855643497338804e-9,-0.4117647079896761,0.1934831919837996,-0.10068835898559325,-6.855643386316501e-9,-1.350863632065824e-8,0.44254041597453175
2020,"Anchorage Municipality","Alaska",2,7.133167834183496e-9,-5.183993834201317e-8,0.11196149905327246,1.080908971218264e-7,1.7535344465358094e-7,-0.4117646491841239,0.19348316754494688,-0.10068833407319877,-5.247214551751256e-8,2.5402573378130455e-8,0.6971218138645198
2050,"Bethel Census Area","Alaska",2,4.675656528618788e-9,4.675656972707998e-9,0.11196159188346355,-4.403886477710728e-9,-4.403886477710728e-9,-0.41176470575759805,0.1934831904245815,-0.1006883583255459,-4.403886366688425e-9,-2.2208258676492676e-8,0.11159824297344922
2060,"Bristol Bay Borough","Alaska",2,1.604302335422858e-8,4.099307515659234e-8,0.1119615667295093,-1.1250562403919417e-7,1.2555888684318006e-7,-0.411764629427538,0.19348320441662814,-0.10068830532132,-1.1250562392817187e-7,-1.2924097458899553e-7,0.23110577297555088
2068,"Denali Borough","Alaska",2,6.0791747191757395e-9,6.0791747191757395e-9,0.11196159247975723,-1.574393948544639e-10,-1.574393948544639e-10,-0.41176470316401115,0.1934831886415671,-0.10068835754560534,-1.574393948544639e-10,-2.665424114756121e-8,0.0336193602816219
2070,"Dillingham Census Area","Alaska",2,5.064368924223572e-9,5.064369146268177e-9,0.11196159190973409,-4.134037778769084e-9,-4.134037778769084e-9,-0.4117647054552892,0.19348319074188258,-0.10068835799721909,-4.134037778769084e-9,-2.2306962499385463e-8,0.06420189176568052
2090,"Fairbanks North Star Borough","Alaska",2,2.002767063302713e-9,2.002767063302713e-9,0.11196158927169342,-6.398168439503138e-9,-6.398168439503138e-9,-0.41176470790003905,0.1934831926778091,-0.10068835861700787,-6.398168439503138e-9,-1.0520044835260478e-8,0.494981780006871
2100,"Haines Borough","Alaska",2,9.14858033773669e-9,-2.2727737025718397e-8,0.11196155663776497,5.896935628690869e-8,4.030189604264933e-8,-0.4117646978150269,0.1934831882216601,-0.10068835446437552,-5.8652166456951704e-9,2.2208836547576993e-8,0.06936585348221498
2110,"Juneau City and Borough","Alaska",2,1.5157590516068353e-8,1.9615352697677224e-7,0.11196176356695076,1.0093759028606542e-7,-6.44382694980905e-8,-0.41176464541915425,0.19348318256900576,-0.10068832497825597,-6.44382693870682e-8,3.194123765482004e-8,0.42433685030304136
2122,"Kenai Peninsula Borough","Alaska",2,4.492418881341109e-9,4.492418881341109e-9,0.1119615921992525,-1.4126593228525053e-9,-1.4126593228525053e-9,-0.41176470446860525,0.19348318775168494,-0.1006883587457319,-1.4126593228525053e-9,-2.5386046598185885e-8,0.21993406579454178
2130,"Ketchikan Gateway Borough","Alaska",2,2.66127806458627e-8,-8.942012441615077e-8,0.11196136745035012,-1.3442222002169046e-8,4.1853443799588774e-7,-0.41176455480415486,0.19348320055171953,-0.1006882614341128,-2.0451847482227947e-7,-7.16018738744495e-8,0.20644001875531848
2150,"Kodiak Island Borough","Alaska",2,4.043876566939275e-9,4.043876566939275e-9,0.11196159127849081,-5.016225657072937e-9,-5.016225657072937e-9,-0.41176470632870465,0.19348319102257894,-0.10068835840443469,-5.016225657072937e-9,-1.942210059446836e-8,0.24595098590630055
2164,"Lake and Peninsula Borough","Alaska",2,7.1734884699026225e-9,7.1734884699026225e-9,0.11196159248643034,3.71375332708368e-8,-2.7799724744426157e-9,-0.4117647038655322,0.19348319175525908,-0.10068835656687325,-2.7799724744426157e-9,1.518452408255655e-8,0.01800187143623348
2170,"Matanuska-Susitna Borough","Alaska",2,8.112432947626758e-9,1.6030627891794325e-7,0.11196172285956063,4.654308294327336e-8,-2.6194708069304795e-8,-0.4117646443191353,0.19348318259560093,-0.10068832429353536,-8.114824678884247e-8,-1.2509429048179754e-9,0.11009097006318112
2180,"Nome Census Area","Alaska",2,4.279822718444848e-9,4.279822718444848e-9,0.1119615916283514,-5.133890756958692e-9,-5.133890756958692e-9,-0.4117647062744083,0.19348319079261644,-0.1006883584751993,-5.133890867980995e-9,-2.08256497602477e-8,0.12594897963620166
2185,"North Slope Borough","Alaska",2,3.955602512206724e-9,3.955602512206724e-9,0.11196159110859205,-5.74578851164631e-9,-5.74578851164631e-9,-0.41176470670412846,0.19348319165871786,-0.10068835834641299,-5.74578851164631e-9,-1.8287810377159985e-8,0.23812822851669965
2188,"Northwest Arctic Borough","Alaska",2,4.337018300049067e-9,4.337018300049067e-9,0.11196159159427443,-5.0999131584461566e-9,-5.0999131584461566e-9,-0.4117647062325559,0.19348319091073463,-0.1006883583962026,-5.0999131584461566e-9,-2.0666350963871594e-8,0.08380171562715219
2201,"Prince of Wales-Outer Ketchikan Census Area, AK","Alaska",2,1.524919657214241e-8,5.257486601628614e-8,0.11196162894811912,-1.585555119421045e-7,-1.9216684021827746e-8,-0.4117646905694533,0.1934831988557324,-0.10068834522569392,-1.5713106926718012e-8,-1.868875293409289e-7,0.06437194810702214
2220,"Sitka City and Borough","Alaska",2,8.717107036204652e-9,8.717106814160047e-9,0.1119615933067244,-3.0753501967240027e-9,-3.0753501967240027e-9,-0.4117647032925339,0.19348319258329671,-0.10068835584210156,-3.0753500857017002e-9,-2.7577816585910853e-8,0.19175314411354072
2232,"Skagway-Hoonah-Angoon Census Area, AK","Alaska",2,7.302355831129148e-9,1.4363901534864e-7,0.11196178474548502,-3.836978612614672e-8,-2.5384105173387184e-7,-0.41176475647004174,0.19348319043406215,-0.10068838933353841,8.122663119891627e-8,-6.403042374092394e-8,0.05036080880587793
2240,"Southeast Fairbanks Census Area","Alaska",2,4.91298268734397e-9,4.91298268734397e-9,0.1119615919412813,-3.6344787179842797e-9,-3.6344787179842797e-9,-0.4117647052954623,0.19348319016813664,-0.10068835815887689,-3.6344787179842797e-9,-2.279544208949602e-8,0.05254044962384239
2261,"Valdez-Cordova Census Area","Alaska",2,6.448287903637606e-9,6.448287681593001e-9,0.11196159342794587,8.777401028225995e-11,8.777401028225995e-11,-0.4117647028820077,0.1934831872981697,-0.10068835798051612,8.777401028225995e-11,-3.0893199332027166e-8,0.058600508013538395
2270,"Wade Hampton Census Area","Alaska",2,4.580492429795413e-9,4.580492207750808e-9,0.11196159195654709,-4.697370492579012e-9,-4.697370492579012e-9,-0.41176470593600534,0.19348319034586625,-0.10068835847023583,-4.697370492579012e-9,-2.241411212189348e-8,0.06109572269759189
2280,"Wrangell-Petersburg Census Area, AK","Alaska",2,1.5621275828436865e-8,1.5621275828436865e-8,0.11196159502332903,-2.3232950230323013e-8,9.898131203556204e-10,-0.4117646982571189,0.1934831964349144,-0.10068835102142548,9.898131203556204e-10,-5.876629993739613e-8,0.07830742015013462
2282,"Yakutat City and Borough","Alaska",2,7.203939222932831e-9,7.203939222932831e-9,0.11196159379192316,-2.7220399267946505e-9,-2.7220399267946505e-9,-0.41176470382496033,0.1934831894256135,-0.1006883575953208,-2.7220399267946505e-9,-3.062231623829348e-8,0.014138742780866456
2290,"Yukon-Koyukuk Census Area","Alaska",2,4.936582698178427e-9,4.9365829202230316e-9,0.11196159198988997,-3.3700003898573527e-9,-3.3700003898573527e-9,-0.4117647051632214,0.19348318994925595,-0.10068835817696564,-3.3700003898573527e-9,-2.3151953465472275e-8,0.012354439264884762
4001,"Apache County","Arizona",4,-1.757121836920561e-8,1.4738302867023378e-7,0.11196178444192428,-1.7838829868832562e-7,-2.2849605896269054e-7,-0.4117647331747778,0.19348316691494016,-0.10068838572099603,2.3681707039813205e-8,-1.885470738427486e-7,0.015401422299074105
4003,"Cochise County","Arizona",4,-2.2642081765056332e-8,-3.375984802822529e-8,0.11196157614193814,-1.1080519279893508e-7,-6.798187679457612e-9,-0.41176471952907134,0.1934831607578391,-0.10068838015990467,-7.376842470208089e-10,-1.2122817982795908e-7,0.06817322461803679
4005,"Coconino County","Arizona",4,-2.250850139606797e-8,-2.2508501285045668e-8,0.11196158701545578,-4.152722388184316e-9,-4.152722388184316e-9,-0.41176471485315747,0.19348315736246846,-0.10068837883551895,-4.152722277162013e-9,-2.3511228519623728e-8,0.030155803721419128
4007,"Gila County","Arizona",4,-3.017208272115823e-8,-7.231297005638737e-8,0.11196152592577113,1.1423528900600388e-7,1.0306544795390948e-7,-0.41176469553495076,0.193483141445012,-0.10068837421827781,-3.1508690434556286e-8,7.785659494885522e-8,0.016249713627019508
4009,"Graham County","Arizona",4,-2.5335351372390846e-8,-8.095970971400135e-8,0.11196163356298072,-1.3395398013038573e-8,-3.785765746444625e-7,-0.4117648605042854,0.19348315483793121,-0.1006884690472093,2.0986192961203187e-7,-3.061915931912296e-8,0.011820128866715775
4011,"Greenlee County","Arizona",4,-2.094477724590149e-8,7.278760971729525e-8,0.11196165158231075,-1.643539870865851e-8,5.582523532332573e-8,-0.41176466260749234,0.19348316075063687,-0.10068834535379956,-8.219094072003941e-8,-3.1968404590188015e-8,0.016321638720009086
